Credit Card Number,Transaction Value,Transaction Location,Establishment Type,Transaction Time,Day of the Week,Expense Category,Cardholder Age,Cardholder Gender,Payment History,Card Limit,Current Balance,Previous Transactions,Supplementary Cards,Avg Previous Transaction Value,Foreign Transactions,Credit Utilization,Previous Suspicious Transactions,Time Since Last Transaction (days),Class (Fraud)
1541060616154857,3217.18,San Francisco,Supermarket,18:55,Sunday,Health,34,Male,Poor,1340,3899.12,30,4,480.58,1,0.17,4,2,0
4747004515265766,854.32,Boston,Hotel,01:21,Wednesday,Entertainment,42,Male,Average,10179,7703.26,28,1,29.65,9,0.43,4,24,1
4049210828598183,68.36,San Francisco,Hotel,23:19,Thursday,Entertainment,65,Male,Average,19348,1216.73,1,1,405.7,9,0.33,4,3,0
2251707232803309,3344.39,New York,Clothing Store,22:27,Monday,Travel,29,Male,Good,8955,10784.62,23,4,497.92,2,0.26,4,12,0
0673399883984597,2883.79,Denver,Gym,03:23,Friday,Utilities,76,Female,Average,3121,6645.68,47,0,289.5,8,0.63,0,11,0
7814248812248144,778.65,Miami,Supermarket,23:38,Saturday,Shopping,58,Male,Good,10457,8234.44,47,2,419.82,1,0.38,1,9,0
1760107140058580,1154.48,Miami,Cinema,13:57,Monday,Food,28,Non-binary,Poor,8336,14422.74,45,2,294.3,2,0.85,0,20,0
2983344576797276,339.82,Los Angeles,Hotel,02:34,Friday,Travel,72,Non-binary,Good,19463,6720.73,21,0,155.93,8,0.73,4,8,0
9632320125827459,95.26,Seattle,Pharmacy,03:03,Monday,Shopping,28,Female,Poor,4071,4285.03,38,3,111.05,7,0.42,2,23,0
7870631275878478,674.01,Houston,Gas Station,23:59,Monday,Health,28,Non-binary,Poor,3831,95.86,43,1,111.56,4,0.02,2,3,0
0342141670449571,4793.91,Las Vegas,Online Retailer,16:36,Sunday,Travel,45,Male,Average,12266,12865.44,15,4,298.88,4,1.0,3,15,0
6591414285362087,1928.74,Miami,Supermarket,04:07,Thursday,Shopping,28,Non-binary,Average,14699,11763.6,9,1,247.05,7,0.06,1,28,1
9340295985208373,3553.83,Las Vegas,Gym,05:51,Sunday,Health,46,Male,Average,1356,950.13,4,2,364.72,7,0.29,3,11,0
1521752837030420,778.38,Los Angeles,Supermarket,05:14,Tuesday,Entertainment,68,Non-binary,Poor,3069,7800.19,35,2,150.99,0,0.04,0,26,0
9892341266579398,1610.37,Miami,Electronics Store,14:26,Thursday,Food,73,Non-binary,Average,15897,9967.26,46,4,124.72,7,0.15,2,9,0
1731535765755194,4669.47,San Francisco,Electronics Store,10:11,Thursday,Utilities,72,Female,Poor,9859,3460.72,47,2,59.96,9,0.14,2,9,0
8222858728580547,4456.76,San Francisco,Gas Station,10:11,Monday,Shopping,48,Male,Average,7497,5553.17,18,2,47.81,8,0.62,2,26,0
6218017717427816,2596.03,Seattle,Online Retailer,17:32,Monday,Food,33,Male,Good,3072,3524.96,36,2,447.15,6,0.56,4,21,0
8763996949454438,1732.11,Denver,Online Retailer,16:15,Friday,Entertainment,66,Non-binary,Average,7113,10866.65,28,1,413.94,2,0.68,1,9,0
4747923549983006,1092.78,Houston,Gas Station,05:45,Tuesday,Utilities,36,Male,Average,10643,11163.8,17,4,173.95,2,0.25,0,22,0
1544770685073838,4261.57,Denver,Gas Station,12:03,Sunday,Travel,23,Male,Poor,6773,3405.14,22,2,15.05,7,0.81,2,3,1
4324287128343169,1047.15,Denver,Electronics Store,09:29,Sunday,Food,67,Male,Poor,12927,5099.08,2,4,394.18,9,0.68,0,13,0
9729886147124933,1763.2,Los Angeles,Electronics Store,18:09,Tuesday,Entertainment,71,Non-binary,Average,10705,1716.8,35,2,58.32,1,0.26,4,8,0
5704164094756526,4130.66,San Francisco,Supermarket,00:58,Tuesday,Health,53,Non-binary,Poor,5523,2490.46,29,4,219.8,8,0.73,1,5,0
8812627285486617,2377.61,Chicago,Electronics Store,12:34,Thursday,Shopping,67,Male,Average,12802,11619.26,27,1,110.44,2,0.49,1,29,0
6625261703275657,2274.74,Miami,Supermarket,14:20,Sunday,Travel,65,Male,Good,15360,14385.45,23,0,134.36,7,0.21,0,1,0
4828700002807847,1897.77,Las Vegas,Cinema,01:15,Sunday,Entertainment,58,Female,Good,10956,8707.47,16,2,63.12,8,0.76,2,12,0
8125192723651776,2407.02,Los Angeles,Restaurant,01:19,Thursday,Food,24,Female,Good,17759,13912.52,22,2,192.01,1,0.88,2,15,0
1600634903817449,3128.2,San Francisco,Gas Station,04:41,Thursday,Health,59,Male,Poor,8115,14336.86,32,0,128.38,9,0.61,0,19,0
9746227394470747,956.24,Denver,Cinema,21:17,Saturday,Travel,55,Male,Average,1927,10516.57,0,2,245.37,9,0.83,0,3,0
3350721625284003,3551.38,Chicago,Gym,10:50,Wednesday,Food,31,Female,Average,4706,9287.06,13,2,458.18,7,0.88,2,19,0
7343811484364483,1084.25,San Francisco,Supermarket,03:44,Sunday,Travel,22,Male,Good,16027,14941.44,24,4,223.57,9,0.05,3,26,0
5171463520872363,3124.48,Chicago,Online Retailer,08:27,Thursday,Entertainment,21,Female,Poor,5928,12734.88,36,4,218.71,5,0.62,3,12,0
8822709804134765,3541.47,Denver,Electronics Store,09:13,Friday,Food,70,Male,Poor,16091,4101.87,30,3,269.59,4,0.97,3,13,0
7401705233123223,3569.19,New York,Hotel,17:57,Wednesday,Health,18,Female,Good,17573,9171.66,8,2,242.5,3,0.31,4,28,0
0897680613216746,4933.87,Miami,Cinema,18:40,Saturday,Entertainment,26,Non-binary,Good,3874,2541.46,6,2,165.52,1,0.75,3,14,0
0300171774681889,338.84,Denver,Online Retailer,13:40,Monday,Food,60,Male,Average,18374,7975.57,3,3,53.46,7,0.7,4,2,0
6418862038788221,90.1,Chicago,Supermarket,20:00,Tuesday,Shopping,25,Non-binary,Average,16653,5646.75,28,4,325.53,7,0.09,2,20,0
3762109852046038,2021.32,Denver,Restaurant,02:52,Thursday,Shopping,55,Female,Average,1644,9461.43,7,3,213.59,7,0.78,1,7,0
2260619046771792,279.88,Houston,Restaurant,02:56,Saturday,Entertainment,39,Non-binary,Good,6027,14673.36,46,2,450.31,6,0.83,1,2,0
3398199242729226,2613.68,Chicago,Pharmacy,10:01,Wednesday,Health,25,Female,Average,10668,5945.25,33,2,353.38,9,0.88,2,15,0
2178006955875713,4633.79,Miami,Gas Station,17:08,Saturday,Food,32,Non-binary,Average,7645,11634.35,29,1,181.82,5,0.03,1,20,0
8198992654682855,4656.55,Denver,Hotel,01:33,Sunday,Utilities,59,Non-binary,Good,11811,11783.2,8,1,265.85,3,0.59,1,13,0
8701090057457096,3122.82,Chicago,Hotel,09:03,Tuesday,Travel,64,Male,Good,13580,13228.83,18,2,360.72,9,0.74,1,20,0
2102917026300315,471.14,Miami,Pharmacy,23:18,Saturday,Health,23,Non-binary,Good,17515,13614.47,34,0,408.08,3,0.97,1,26,1
7026124307687606,129.92,Miami,Online Retailer,13:25,Saturday,Travel,66,Female,Poor,15094,6473.75,43,4,386.12,3,0.19,3,2,0
3416490526869922,2639.83,New York,Clothing Store,01:20,Tuesday,Food,72,Female,Poor,8390,14989.69,7,0,414.19,6,0.89,3,7,0
8370443332967065,1894.22,Boston,Supermarket,01:49,Thursday,Utilities,31,Non-binary,Average,15559,7755.39,44,3,266.13,8,0.83,3,20,0
1740153080904358,2838.21,San Francisco,Online Retailer,17:21,Tuesday,Travel,68,Female,Poor,15932,2401.73,32,3,470.79,4,0.13,2,20,0
5207519065486066,2920.55,Las Vegas,Restaurant,17:55,Wednesday,Food,38,Non-binary,Average,10897,10135.43,8,2,325.79,2,0.72,3,18,0
2921785209188084,2876.23,Chicago,Hotel,20:40,Friday,Travel,30,Male,Poor,9608,2778.08,1,2,437.23,1,0.95,3,13,0
1265673679032502,3923.82,Seattle,Supermarket,04:09,Friday,Entertainment,54,Male,Poor,6603,12752.64,4,4,22.1,8,0.75,4,6,0
0048934435088564,4061.04,Miami,Online Retailer,15:04,Saturday,Food,78,Non-binary,Average,5648,12429.39,48,0,24.77,6,0.36,4,4,0
6075763436740141,4195.62,New York,Gas Station,06:38,Friday,Shopping,52,Non-binary,Good,19335,1754.69,30,2,219.03,8,0.69,2,20,0
2141007877820948,4784.68,New York,Cinema,01:41,Tuesday,Entertainment,45,Non-binary,Good,11294,6986.92,18,4,273.45,6,0.88,1,2,0
3922994138371690,4760.43,Houston,Gym,15:05,Sunday,Entertainment,73,Male,Good,16649,2108.27,18,2,371.16,9,0.29,3,2,0
4750384387210962,3656.09,Miami,Hotel,16:37,Monday,Travel,59,Male,Good,9622,8147.19,38,1,479.57,3,0.87,2,11,0
9663239705538490,132.98,Boston,Restaurant,01:54,Friday,Entertainment,31,Non-binary,Poor,15355,4448.87,44,4,278.62,5,0.4,3,28,0
0869320244542671,876.77,Miami,Hotel,12:18,Wednesday,Travel,68,Non-binary,Good,7572,11759.39,8,1,242.44,6,0.57,3,0,0
0705684913290484,2937.41,Houston,Cinema,07:22,Wednesday,Travel,39,Female,Average,1300,9874.43,20,3,294.14,2,0.44,2,7,0
1844803173248987,3527.65,Houston,Pharmacy,12:18,Sunday,Food,21,Female,Good,1880,8768.8,48,4,169.75,9,0.57,1,2,1
0928270977406002,3728.15,Denver,Clothing Store,17:42,Monday,Health,20,Non-binary,Poor,8350,1507.19,6,0,458.53,3,0.43,4,5,0
7738287781204831,602.05,Chicago,Online Retailer,09:01,Saturday,Entertainment,28,Non-binary,Good,7407,3661.86,13,1,454.98,0,0.92,2,0,0
1075902376035711,4397.98,Seattle,Clothing Store,08:33,Sunday,Travel,48,Male,Poor,11261,12123.56,41,4,438.41,2,0.46,1,16,0
6621898508320625,3004.6,Miami,Clothing Store,04:27,Saturday,Shopping,44,Non-binary,Good,8497,4570.91,37,2,142.47,9,0.78,2,19,0
1031539391258336,3383.63,Miami,Hotel,03:49,Tuesday,Entertainment,68,Male,Poor,17338,12510.56,39,1,173.47,9,0.51,4,13,0
8961362277402026,2006.62,Denver,Gym,04:37,Saturday,Health,38,Female,Good,7789,279.6,33,2,326.05,6,0.87,1,10,0
5511738830510293,2667.26,Los Angeles,Gas Station,04:07,Saturday,Shopping,67,Non-binary,Poor,11556,7077.03,15,4,344.37,1,0.38,2,25,1
0317201420888616,4971.68,Miami,Clothing Store,20:04,Monday,Food,28,Female,Poor,19790,8392.44,14,3,299.64,6,0.89,1,29,0
7054674345087476,2925.88,Seattle,Pharmacy,20:54,Thursday,Entertainment,53,Female,Poor,14856,3837.07,7,3,430.24,9,0.82,3,21,0
0528457482813290,2092.95,Los Angeles,Gas Station,07:45,Tuesday,Shopping,39,Non-binary,Good,14531,3890.44,2,2,113.56,1,0.31,4,6,0
9881480850653921,511.74,Las Vegas,Clothing Store,22:05,Saturday,Shopping,32,Non-binary,Poor,5223,12987.67,32,1,478.28,6,0.83,2,3,0
7798061567180596,2049.77,San Francisco,Gym,09:43,Thursday,Shopping,50,Non-binary,Average,11143,6591.52,36,0,11.47,6,0.32,4,12,0
5823884620877120,4117.83,Houston,Online Retailer,07:11,Sunday,Travel,55,Non-binary,Good,11516,7377.32,41,0,190.24,8,0.13,0,8,0
0506100737849153,1979.95,Boston,Hotel,21:20,Friday,Health,71,Female,Average,19275,9698.32,30,3,256.06,0,0.84,3,0,0
8551411566242993,1437.7,Boston,Supermarket,02:14,Friday,Entertainment,32,Female,Average,5334,5634.46,3,3,481.39,7,0.83,4,19,0
7456052218659064,2252.22,Los Angeles,Hotel,12:12,Thursday,Food,68,Female,Average,8200,5146.19,0,4,388.4,5,0.72,1,21,0
3121535621248848,4979.73,Seattle,Pharmacy,11:11,Friday,Health,76,Non-binary,Average,8129,7318.06,25,2,470.21,5,0.14,3,3,0
9409385750417025,782.82,Chicago,Electronics Store,00:02,Saturday,Shopping,73,Non-binary,Poor,15971,6577.08,4,3,182.68,3,0.58,1,24,0
4691049854754121,109.41,San Francisco,Electronics Store,19:35,Friday,Utilities,21,Male,Average,14520,6723.08,49,2,450.12,5,0.4,4,2,0
9363061248165604,2221.65,Denver,Pharmacy,06:32,Tuesday,Health,36,Female,Good,7727,14224.56,19,4,309.64,3,0.77,1,2,0
1432087764857635,4454.37,Boston,Supermarket,22:43,Saturday,Entertainment,74,Male,Good,17852,4052.12,2,3,370.33,7,0.46,1,26,0
1736173454269142,3775.15,Chicago,Online Retailer,14:47,Sunday,Health,54,Non-binary,Average,4475,10664.2,32,3,253.3,7,0.56,3,12,0
6163090998456731,1254.95,Houston,Clothing Store,16:18,Saturday,Shopping,35,Non-binary,Average,11526,8353.34,49,2,254.3,5,0.1,4,21,0
4493737937664001,4673.05,New York,Pharmacy,17:46,Tuesday,Utilities,63,Non-binary,Poor,3473,8306.26,48,2,42.7,9,0.25,3,0,0
5342479776674497,469.73,New York,Clothing Store,22:33,Sunday,Utilities,56,Female,Good,15097,6933.1,21,4,179.75,1,0.75,4,15,0
8229073964706748,3263.47,Miami,Gym,07:30,Thursday,Food,31,Male,Good,16675,4984.13,9,4,158.85,7,0.53,1,27,0
0040383300146245,4208.03,Chicago,Gas Station,01:23,Thursday,Entertainment,74,Male,Good,14920,3216.85,32,1,498.92,7,0.34,0,7,0
5151757218801339,4834.89,Chicago,Gym,22:50,Tuesday,Health,75,Female,Poor,12851,7805.19,23,0,235.89,8,0.18,1,6,0
4246251921946494,1936.33,Las Vegas,Electronics Store,07:45,Sunday,Travel,48,Non-binary,Good,9259,14106.61,49,2,294.51,5,0.63,0,14,0
2490832169448186,4132.88,Las Vegas,Pharmacy,00:20,Wednesday,Shopping,72,Non-binary,Poor,9208,2733.17,28,4,223.13,2,0.8,3,10,0
3026947613200420,2834.86,Las Vegas,Supermarket,17:04,Thursday,Shopping,48,Female,Average,12755,2688.86,13,3,335.62,1,0.22,4,3,0
3018027614343675,4962.31,Seattle,Online Retailer,11:58,Friday,Entertainment,25,Female,Average,19935,1544.67,40,2,182.43,2,0.64,4,4,0
1289789411102340,958.6,Los Angeles,Clothing Store,01:14,Sunday,Shopping,58,Male,Poor,9263,9092.79,25,2,314.96,1,0.04,0,15,0
2085865660140450,4011.99,Los Angeles,Supermarket,03:21,Thursday,Entertainment,72,Male,Average,10741,7540.3,4,1,469.4,6,0.77,1,10,0
8891354449935062,2405.45,Houston,Restaurant,23:20,Monday,Health,43,Male,Good,18632,4430.06,38,4,46.29,3,0.33,0,0,0
6108760695589497,4619.96,Houston,Gas Station,21:05,Sunday,Entertainment,77,Non-binary,Poor,16989,8274.74,4,4,322.25,6,0.48,4,7,0
0441921159751128,292.1,New York,Supermarket,04:50,Sunday,Shopping,36,Male,Poor,8669,9373.64,5,1,370.95,4,0.37,0,24,0
6089171499655764,4162.05,Houston,Restaurant,04:22,Tuesday,Food,73,Female,Poor,10324,7011.8,47,2,37.31,0,0.71,2,9,0
2081268306672477,3042.18,Seattle,Gas Station,23:56,Saturday,Shopping,21,Non-binary,Average,8790,8834.18,13,2,159.3,4,0.68,2,4,1
7621062044828236,187.92,Las Vegas,Hotel,06:16,Thursday,Entertainment,43,Male,Poor,4426,5206.37,31,0,118.68,3,0.07,2,16,0
6191304475047519,4537.64,Houston,Gym,16:33,Thursday,Health,60,Non-binary,Average,1626,8549.96,16,0,167.76,8,0.29,4,18,0
7289430167156888,4435.2,New York,Restaurant,23:19,Tuesday,Travel,24,Female,Good,2211,12117.32,49,2,398.12,1,0.99,1,1,0
5690838560639478,1035.31,Los Angeles,Restaurant,22:54,Saturday,Health,76,Female,Average,13720,13943.61,22,4,84.57,5,0.08,0,29,0
6427836461364655,649.52,Seattle,Supermarket,16:01,Tuesday,Travel,73,Non-binary,Poor,4283,13404.54,38,0,305.84,1,0.89,4,27,1
8202414933184432,4050.79,Miami,Supermarket,06:31,Tuesday,Food,28,Non-binary,Good,4040,6171.23,49,3,263.63,7,0.03,4,15,0
8453479480675470,3269.77,New York,Gas Station,08:21,Saturday,Shopping,54,Male,Average,4433,14730.87,1,0,296.29,2,0.21,4,8,0
9463755700876196,708.26,Miami,Clothing Store,08:22,Friday,Utilities,26,Female,Average,2446,7710.36,3,4,35.66,6,0.53,4,26,0
1964061404596437,4638.61,Boston,Electronics Store,02:54,Tuesday,Entertainment,65,Female,Poor,1084,3644.7,22,1,121.41,3,0.28,2,25,0
2913479055730719,4770.37,Chicago,Supermarket,12:52,Friday,Shopping,19,Non-binary,Average,16194,9746.51,22,2,371.7,3,0.48,3,28,0
1697041966560065,3471.33,Seattle,Hotel,13:48,Thursday,Utilities,34,Non-binary,Average,1190,13595.01,11,2,195.43,8,0.74,0,0,0
7882146688635937,3093.15,San Francisco,Electronics Store,15:16,Wednesday,Food,73,Female,Good,4456,11782.69,6,1,416.39,9,0.32,2,5,1
1209042520778731,4200.65,Chicago,Supermarket,18:02,Sunday,Utilities,21,Female,Poor,4384,5705.95,46,0,387.12,4,0.31,1,4,0
0678368383234442,2647.04,San Francisco,Electronics Store,02:02,Tuesday,Utilities,66,Male,Good,5040,9649.65,20,1,209.15,8,0.36,3,12,0
1949875651386430,1366.73,Seattle,Restaurant,23:18,Thursday,Travel,57,Non-binary,Poor,13007,5690.26,10,0,35.44,4,0.21,4,21,0
0577046675592197,2746.37,Los Angeles,Online Retailer,09:48,Friday,Travel,43,Non-binary,Good,18679,14371.45,27,2,11.15,9,0.24,2,27,0
0867338089095587,2523.48,Miami,Online Retailer,21:13,Friday,Food,28,Female,Poor,9316,9537.15,27,0,233.12,8,0.01,4,11,0
2098855418105482,1424.41,San Francisco,Pharmacy,14:24,Thursday,Shopping,26,Male,Average,9114,14005.86,40,3,484.32,7,0.79,1,23,0
6441854984658560,4299.04,Miami,Cinema,10:21,Tuesday,Food,56,Female,Good,3563,7822.67,11,3,292.39,0,0.22,2,19,0
1527969786685955,4950.21,Seattle,Clothing Store,21:15,Wednesday,Entertainment,62,Male,Average,15462,9000.65,4,0,224.8,3,0.77,4,8,0
9219437585897611,702.55,Boston,Supermarket,22:26,Thursday,Shopping,43,Female,Average,10097,2913.54,47,1,316.88,3,0.24,3,9,0
2740030436827048,731.3,Miami,Hotel,03:04,Saturday,Travel,28,Female,Average,14090,14077.45,25,4,223.13,5,0.81,4,14,0
1512409536025301,253.1,New York,Electronics Store,02:35,Saturday,Travel,54,Male,Average,15689,11757.13,29,2,19.34,8,0.52,4,6,0
6198443984036804,1251.91,Miami,Hotel,02:22,Wednesday,Travel,61,Non-binary,Poor,13236,445.33,33,1,299.32,7,0.19,3,17,0
7185044276661905,4787.51,Denver,Electronics Store,07:59,Thursday,Entertainment,46,Non-binary,Poor,2903,4070.0,14,1,487.17,9,0.16,1,15,0
0722489927976012,1932.54,Houston,Clothing Store,04:11,Monday,Health,36,Female,Average,8844,7626.13,21,0,106.71,2,0.68,3,6,0
6951950702895370,1001.09,Los Angeles,Supermarket,22:27,Saturday,Food,18,Male,Good,18465,3727.1,22,4,326.85,0,0.4,2,16,0
0175503998573492,19.78,Seattle,Supermarket,03:33,Tuesday,Travel,40,Male,Poor,3463,2525.49,46,1,157.01,0,0.31,3,15,1
2252679703855669,4161.83,Las Vegas,Cinema,13:16,Saturday,Utilities,75,Female,Average,16536,7417.5,3,1,414.42,0,0.29,2,28,0
9591191516082752,1138.21,San Francisco,Clothing Store,01:14,Monday,Food,55,Male,Poor,19960,14039.6,33,1,432.06,6,0.37,2,3,0
6186967576455266,3279.89,Houston,Hotel,23:44,Saturday,Food,71,Non-binary,Good,2931,5938.68,29,3,186.82,8,0.39,2,5,0
8536487117735664,327.85,Houston,Clothing Store,21:22,Monday,Food,79,Female,Average,15713,7267.29,37,0,131.31,7,0.93,2,14,0
9713452168133101,4527.21,Houston,Pharmacy,14:09,Wednesday,Travel,73,Female,Poor,6921,14955.35,34,2,421.88,4,0.69,2,9,0
0919641971916113,3044.44,Boston,Restaurant,08:35,Friday,Shopping,33,Male,Good,13464,11306.15,12,0,80.25,7,0.57,3,5,0
1583959746801844,237.21,Las Vegas,Gym,13:32,Thursday,Food,32,Non-binary,Poor,5019,4067.2,0,0,244.15,0,0.34,1,2,0
1323052318019541,4592.23,Las Vegas,Restaurant,15:30,Sunday,Entertainment,31,Male,Average,10898,3398.89,47,2,383.44,1,1.0,4,20,0
4910600100320122,2980.99,Houston,Electronics Store,20:18,Tuesday,Shopping,46,Male,Good,9583,6012.48,34,2,53.35,1,0.13,2,14,0
8649179070124556,4795.28,Denver,Electronics Store,23:29,Monday,Health,63,Male,Average,4693,10319.3,25,3,479.32,8,0.51,4,20,0
8003435657652804,799.95,San Francisco,Electronics Store,05:36,Monday,Entertainment,35,Male,Average,19034,7817.51,35,3,126.61,3,0.48,4,15,0
7428481145676140,3393.66,Boston,Restaurant,10:22,Friday,Health,66,Male,Poor,7448,7494.0,5,2,84.58,8,0.91,1,27,0
1709785122156247,1256.09,Los Angeles,Online Retailer,18:53,Friday,Food,20,Female,Average,12922,5352.12,15,2,114.84,1,0.25,0,9,0
9553196270331549,4969.67,Houston,Online Retailer,03:46,Monday,Shopping,43,Female,Poor,8702,13000.02,9,0,402.49,6,0.81,0,18,0
2285357274578168,895.27,Chicago,Cinema,20:26,Saturday,Utilities,22,Male,Good,6634,9031.39,3,1,470.83,4,0.08,2,6,0
6453334127243858,470.0,Chicago,Gas Station,09:20,Friday,Utilities,48,Female,Poor,6396,4509.92,17,3,222.53,5,0.46,3,19,0
3299601380472628,632.91,Chicago,Pharmacy,08:36,Wednesday,Health,36,Non-binary,Poor,6448,5616.02,24,0,305.81,1,0.98,3,2,0
2715499304445468,4494.28,Denver,Cinema,07:50,Tuesday,Shopping,57,Male,Average,1545,4173.73,8,3,438.44,1,0.94,0,27,0
0891930167579702,4353.67,Boston,Gas Station,09:48,Thursday,Health,65,Male,Average,10646,11747.15,14,3,473.68,8,0.46,0,28,0
9388847621670608,4518.14,Miami,Pharmacy,22:21,Saturday,Entertainment,42,Non-binary,Average,4650,5189.43,42,4,420.36,2,0.09,2,20,0
0439987818747450,3921.63,San Francisco,Gym,04:25,Thursday,Health,53,Non-binary,Poor,3322,7374.78,33,2,274.49,6,0.01,4,6,0
9338169176346212,4244.57,Las Vegas,Pharmacy,12:39,Sunday,Utilities,52,Male,Good,7100,8630.66,26,1,70.18,4,0.1,4,10,0
2103793872676929,4361.12,Chicago,Online Retailer,22:42,Saturday,Food,40,Non-binary,Average,17726,14253.58,4,0,388.58,0,0.41,2,10,0
8011709423137523,4140.39,Seattle,Online Retailer,03:38,Tuesday,Utilities,51,Female,Good,1681,1408.14,2,2,420.67,9,0.78,0,5,0
0782133106083180,3021.64,Miami,Gym,23:31,Thursday,Travel,31,Female,Poor,14623,14794.61,35,1,376.48,3,0.19,2,12,0
2563643920993845,3590.16,Los Angeles,Restaurant,12:30,Wednesday,Travel,33,Female,Average,2200,4544.62,22,0,472.11,3,0.43,1,10,0
7050427909911035,1760.05,New York,Gym,08:15,Monday,Travel,19,Female,Good,7849,12759.61,9,3,408.49,4,0.61,0,25,0
2706391293407869,2044.43,New York,Gym,13:28,Thursday,Entertainment,47,Male,Good,9246,3892.75,6,1,448.2,7,0.89,4,15,0
3846402588884787,3345.18,Miami,Online Retailer,20:32,Sunday,Entertainment,23,Non-binary,Poor,13511,8704.27,46,1,327.97,3,0.85,2,29,0
9847208397323888,739.7,Miami,Restaurant,05:04,Friday,Travel,57,Female,Poor,12259,14411.36,21,4,309.17,0,0.14,3,18,0
4772556170881253,4705.48,Seattle,Pharmacy,22:46,Monday,Utilities,76,Female,Poor,19396,10846.7,33,0,406.17,3,0.66,1,15,0
0081571370819146,1276.56,Las Vegas,Hotel,08:47,Thursday,Entertainment,68,Female,Good,11181,3596.05,14,4,400.71,3,0.39,2,12,0
3078840584300024,2390.77,Seattle,Clothing Store,02:56,Saturday,Entertainment,42,Male,Good,4182,9458.54,14,2,317.05,7,0.33,0,22,0
7768024640071120,1178.2,Las Vegas,Clothing Store,02:32,Wednesday,Utilities,26,Non-binary,Poor,1966,2382.04,11,1,369.12,7,0.43,2,6,0
8112386571909554,3752.28,New York,Online Retailer,06:01,Tuesday,Health,20,Female,Poor,15752,8829.36,4,4,246.32,3,0.87,0,25,0
7988562517289999,4938.14,Denver,Gym,17:53,Thursday,Food,72,Male,Poor,1774,3587.13,10,4,464.54,4,0.83,1,18,0
9694688971559262,2427.15,Miami,Restaurant,16:01,Wednesday,Utilities,34,Non-binary,Average,18058,100.28,45,2,406.83,5,0.78,3,16,0
3705545747315507,2017.5,Boston,Hotel,13:04,Monday,Travel,57,Male,Average,9545,2886.93,20,1,111.01,5,0.06,1,0,0
8358452977675749,2021.38,Denver,Cinema,04:43,Sunday,Travel,43,Female,Poor,14909,11582.96,2,2,266.26,4,0.59,0,8,0
3396224623934177,3865.26,Chicago,Clothing Store,20:08,Thursday,Health,34,Male,Poor,17717,6952.67,40,2,264.25,6,0.21,1,23,0
2297501015365811,4850.31,Miami,Clothing Store,19:56,Friday,Health,38,Female,Poor,6091,11367.56,35,0,95.37,6,0.5,2,14,0
1358510457960174,421.74,San Francisco,Online Retailer,07:38,Monday,Travel,70,Male,Good,19724,845.79,9,4,79.05,9,0.58,4,6,0
2471063159718304,1080.2,San Francisco,Restaurant,16:10,Wednesday,Food,68,Male,Poor,8761,9129.26,1,2,286.21,2,0.69,2,14,0
5829389919194719,1445.45,San Francisco,Restaurant,05:22,Monday,Travel,56,Non-binary,Average,17014,3441.0,42,2,271.86,3,0.43,1,29,0
3795496356243719,1745.79,San Francisco,Electronics Store,10:24,Tuesday,Food,53,Female,Average,6626,768.93,13,0,67.86,4,0.5,0,14,1
9219929981536166,4729.25,New York,Supermarket,15:43,Saturday,Food,72,Male,Average,5480,6866.91,6,3,90.06,1,0.4,3,28,0
0395747212511950,3890.9,Seattle,Cinema,00:52,Wednesday,Health,68,Non-binary,Poor,2678,10348.65,49,4,347.47,6,0.42,0,6,0
9552822112983035,1800.93,New York,Pharmacy,22:23,Monday,Shopping,66,Female,Good,11323,2924.31,20,0,305.71,8,0.22,2,10,0
1653590843765246,1874.43,Los Angeles,Restaurant,16:02,Monday,Shopping,76,Non-binary,Good,3559,11033.38,45,4,423.91,7,0.92,1,8,0
7789726054773486,4056.5,Seattle,Gym,19:07,Sunday,Travel,37,Male,Average,16880,3977.63,10,3,406.24,1,0.63,4,21,0
5949628149936063,916.05,Los Angeles,Cinema,06:26,Tuesday,Travel,66,Female,Average,7958,5912.26,7,1,288.09,6,0.5,1,10,0
4422573332392154,1155.31,New York,Online Retailer,05:45,Friday,Food,37,Female,Good,3037,9891.11,3,1,472.92,1,0.26,4,3,0
7109457060660275,4253.07,San Francisco,Restaurant,18:32,Wednesday,Entertainment,52,Male,Good,18715,1483.36,29,1,481.73,4,0.21,3,6,1
9842846427965017,2397.48,San Francisco,Electronics Store,20:34,Wednesday,Food,51,Non-binary,Poor,11631,2868.56,44,4,444.2,6,0.95,2,10,1
5372691656979181,1265.03,Denver,Restaurant,07:38,Wednesday,Food,44,Male,Good,2244,13919.25,1,0,449.72,3,0.48,1,25,0
0535514862440121,4128.32,Chicago,Gas Station,23:59,Sunday,Utilities,78,Non-binary,Poor,15832,6545.22,36,4,184.94,6,0.79,0,2,0
7051735818572076,2899.36,Los Angeles,Electronics Store,14:27,Friday,Utilities,74,Female,Poor,3332,5493.68,39,4,50.97,2,0.21,0,5,0
6737609661225346,992.1,Houston,Cinema,01:35,Saturday,Food,33,Non-binary,Good,4870,398.91,24,1,15.0,5,0.23,4,29,0
9022123020661422,3492.39,Seattle,Supermarket,05:22,Saturday,Entertainment,36,Female,Good,2829,3310.14,30,1,405.89,9,0.53,0,0,0
5439167202527362,3246.62,Los Angeles,Pharmacy,02:42,Sunday,Travel,74,Female,Good,4755,2309.47,37,4,483.06,4,0.36,2,10,0
